Lag,Duration_r,Duration_p,Intensity_r,Intensity_p
0,-0.02643097028037694,0.8569390810496197,-0.1911215233994883,0.18834940084793544
1,0.026273285520183137,0.8577837386167682,-0.20900051174493842,0.14952623051461505
2,0.034115724421497975,0.8159844262158527,-0.1894265454113548,0.1923720089374087
3,0.0367552951401068,0.8041193539858135,-0.18983010230208566,0.19625287227481125
6,0.0354514638406794,0.8109382966913408,-0.05554725634298543,0.7076693285509166
