Start_Date,End_Date,Duration_Days,Mean_Intensity,Max_Intensity,Year
2016-02-18,2016-03-03,15,0.2163602610752692,0.4010841774193601,2016
2016-03-06,2016-03-28,23,0.1550480144460032,0.3465208903225836,2016
2016-08-26,2016-08-30,5,0.0507263948387084,0.1037909580645148,2016
