Phase,Events,MeanDuration,MedianDuration,StdDuration,MaxDuration,MeanIntensity,MaxIntensity
El Nino,8,10.0,7.0,6.047431568147635,23,0.13192136477938082,0.4352090129032291
Neutral,13,14.461538461538462,8.0,13.035946357510737,49,0.18869212408441305,0.9121927741935528
La Nina,28,13.25,12.0,10.775916219531886,61,0.17631286619753642,0.791831138709675
