Start_Date,End_Date,Duration,Mean_Intensity,Max_Intensity,Wind_30d_Before,Wind_21d_Before,Wind_14d_Before,Wind_7d_Before,Wind_During,Change_30d,Change_21d,Change_14d,Change_7d
2021-05-11,2021-05-19,9,0.1561603580645159,0.4482937419354798,2.6953065066666664,2.6791600190476186,2.288846542857143,2.2351593,2.7755865875000003,0.08028008083333393,0.09642656845238173,0.48674004464285714,0.5404272875000005
2023-08-23,2023-08-31,9,0.0713251602150531,0.1878571129032273,5.545370626666666,5.368185376190477,5.099445007142856,4.4506793857142855,4.701849512500001,-0.8435211141666654,-0.6663358636904766,-0.3975954946428555,0.2511701267857154
2023-11-03,2023-11-26,24,0.1810391975806458,0.3584447709677434,3.7224725266666665,3.3396385095238097,2.9395564000000003,2.9097139,3.029609634782609,-0.6928628918840576,-0.3100288747412008,0.09005323478260863,0.11989573478260906
2024-01-25,2024-03-08,44,0.1628428858504402,0.3416137032258,4.47224759,4.47640693809524,4.6211243500000005,4.584226242857143,4.245959823255814,-0.2262877667441865,-0.23044711483942582,-0.37516452674418677,-0.33826641960132964
2024-03-28,2024-04-11,15,0.2428857410752691,0.4830745806451588,3.8011472666666672,3.5589777380952383,3.310934821428571,2.943411728571428,2.607642835714286,-1.1935044309523812,-0.9513349023809523,-0.703291985714285,-0.33576889285714184
2024-04-14,2024-05-24,41,0.5396254408339888,0.9428967677419352,2.924701493333333,2.708318914285715,2.6741071857142855,3.106921685714286,3.339648305,0.4149468116666668,0.631329390714285,0.6655411192857144,0.2327266192857138
2024-06-14,2024-09-02,81,0.1455375629231377,0.4631175096774171,5.412402793333333,5.4839082714285725,5.218653435714287,5.310626357142858,4.93716325,-0.4752395433333332,-0.5467450214285723,-0.2814901857142864,-0.37346310714285735
2024-09-26,2024-10-12,17,0.1371748707779881,0.2684732903225857,5.85246786,6.107441933333333,6.113379357142856,5.887001142857144,3.9664267375,-1.8860411225,-2.141015195833333,-2.146952619642856,-1.9205744053571436
2024-10-29,2025-01-16,79,0.2124868961572334,0.6199571483870976,4.4363983199999995,4.804870566666667,4.379755157142857,4.571539899999999,4.1808652405063285,-0.255533079493671,-0.6240053261603382,-0.19888991663652877,-0.390674659493671
2025-10-13,2025-10-18,6,0.0880718720430101,0.1541723838709714,4.845642789999999,4.586727719047619,4.084941485714286,4.253558242857143,4.40788214,-0.43776064999999953,-0.17884557904761866,0.3229406542857136,0.15432389714285666
