Lag,Duration_r,Duration_p,Intensity_r,Intensity_p
0,-0.11501021599989578,0.5600482645323892,-0.19594376081355375,0.31765154864523143
1,-0.09301310534419757,0.6378104405481877,-0.15551926445903314,0.4293892144980686
2,-0.04359042892431517,0.8256787646975954,-0.08573046293626602,0.6644623566384988
3,0.04475000330894855,0.8211144851866417,0.01107962807024504,0.9553764807696771
6,0.29241189129255446,0.13104883313158885,0.12022691437481363,0.5422638763637144
