Date,SST
2007-01-16,25.137207
2007-01-17,25.120459
2007-01-18,25.100359
2007-01-19,25.063519
2007-01-20,25.029976
2007-01-21,24.998423
2007-01-22,25.001743
2007-01-23,24.993456
2007-01-24,24.998716
2007-01-25,25.0127
2007-01-26,25.045584
2007-01-27,25.102518
2007-01-28,25.16344
2007-01-29,25.289347
2007-01-30,25.410093
2007-01-31,25.482157
2007-02-01,25.546883
2007-02-02,25.600948
2007-02-03,25.633541
2007-02-04,25.635262
2007-02-05,25.650822
2007-02-06,25.707714
2007-02-07,25.720156
2007-02-08,25.776361
2007-02-09,25.764748
2007-02-10,25.764475
2007-02-11,25.87369
2007-02-12,25.939611
2007-02-13,25.995632
2007-02-14,25.955524
2007-02-15,25.950556
2007-02-16,25.898605
2007-02-17,25.884726
2007-02-18,25.823488
2007-02-19,25.759209
2007-02-20,25.684366
2007-02-21,25.625813
2007-02-22,25.590816
2007-02-23,25.601461
2007-02-24,25.643429
2007-02-25,25.730091
2007-02-26,25.802818
2007-02-27,25.842459
2007-02-28,25.872993
2007-03-01,25.941961
2007-03-02,26.020575
2007-03-03,26.09906
2007-03-04,26.041794
2007-03-05,26.023516
2007-03-06,26.023884
2007-03-07,26.048773
2007-03-08,26.053555
2007-03-09,26.089682
2007-03-10,26.156542
2007-03-11,26.226894
2007-03-12,26.378382
2007-03-13,26.385395
2007-03-14,26.471727
2007-03-15,26.516392
2007-03-16,26.486359
2007-03-17,26.478842
2007-03-18,26.524084
2007-03-19,26.6209
2007-03-20,26.818203
2007-03-21,26.885553
2007-03-22,26.914244
2007-03-23,27.055914
2007-03-24,27.108007
2007-03-25,27.35744
2007-03-26,27.493511
2007-03-27,27.597872
2007-03-28,27.660925
2007-03-29,27.74482
2007-03-30,27.885216
2007-03-31,27.932865
2007-04-01,27.942062
2007-04-02,27.991354
2007-04-03,28.042442
2007-04-04,28.076065
2007-04-05,28.160046
2007-04-06,28.207298
2007-04-07,28.188871
2007-04-08,28.207136
2007-04-09,28.294924
2007-04-10,28.342094
2007-04-11,28.376223
2007-04-12,28.469305
2007-04-13,28.625813
2007-04-14,28.664087
2007-04-15,28.758297
2007-04-16,28.714094
2007-04-17,28.845675
2007-04-18,28.947325
2007-04-19,29.053154
2007-04-20,29.110233
2007-04-21,29.146772
2007-04-22,29.156847
2007-04-23,29.251293
2007-04-24,29.35351
2007-04-25,29.504831
2007-04-26,29.600328
2007-04-27,29.6296
2007-04-28,29.642282
2007-04-29,29.651205
2007-04-30,29.731112
2007-05-01,29.855675
2007-05-02,29.983513
2007-05-03,29.97335
2007-05-04,29.962662
2007-05-05,29.997503
2007-05-06,30.099844
2007-05-07,30.09804
2007-05-08,30.025686
2007-05-09,30.076445
2007-05-10,30.132679
2007-05-11,30.328348
2007-05-12,30.197323
2007-05-13,30.08867
2007-05-14,29.92528
2007-05-15,29.916586
2007-05-16,29.979607
2007-05-17,29.995657
2007-05-18,29.859928
2007-05-19,29.748875
2007-05-20,29.67656
2007-05-21,29.632557
2007-05-22,29.59329
2007-05-23,29.571112
2007-05-24,29.517782
2007-05-25,29.53789
2007-05-26,29.522873
2007-05-27,29.545551
2007-05-28,29.586588
2007-05-29,29.649126
2007-05-30,29.79545
2007-05-31,29.837173
2007-06-01,29.845184
2007-06-02,29.827007
2007-06-03,29.85519
2007-06-04,29.91191
2007-06-05,29.84767
2007-06-06,29.816689
2007-06-07,29.771685
2007-06-08,29.757332
2007-06-09,29.73388
2007-06-10,29.720882
2007-06-11,29.701359
2007-06-12,29.690783
2007-06-13,29.69774
2007-06-14,29.691402
2007-06-15,29.69377
2007-06-16,29.751425
2007-06-17,29.893316
2007-06-18,30.041763
2007-06-19,30.169886
2007-06-20,30.110933
2007-06-21,29.999588
2007-06-22,29.866087
2007-06-23,29.806583
2007-06-24,29.822542
2007-06-25,29.787758
2007-06-26,29.770987
2007-06-27,29.64819
2007-06-28,29.434893
2007-06-29,29.228197
2007-06-30,29.118975
2007-07-01,29.05836
2007-07-02,29.031454
2007-07-03,28.98832
2007-07-04,28.933424
2007-07-05,28.87078
2007-07-06,28.846773
2007-07-07,28.825644
2007-07-08,28.83648
2007-07-09,28.861942
2007-07-10,28.903093
2007-07-11,28.940172
2007-07-12,28.9397
2007-07-13,28.953236
2007-07-14,28.924093
2007-07-15,28.90079
2007-07-16,28.901537
2007-07-17,28.906776
2007-07-18,28.939362
2007-07-19,28.949114
2007-07-20,28.883753
2007-07-21,28.8022
2007-07-22,28.736269
2007-07-23,28.703587
2007-07-24,28.705896
2007-07-25,28.717056
2007-07-26,28.799442
2007-07-27,28.830973
2007-07-28,28.874533
2007-07-29,28.962118
2007-07-30,29.1016
2007-07-31,29.153408
2007-08-01,29.09533
2007-08-02,29.03444
2007-08-03,28.980793
2007-08-04,28.914871
2007-08-05,28.857582
2007-08-06,28.794006
