Lag,Duration_r,Duration_p,Intensity_r,Intensity_p
0,-0.03626700438698042,0.8152028689365448,-0.04958525965513128,0.7492417878239265
1,-0.004171837566953487,0.9783017208867977,-0.020136938870592477,0.8955422168629595
2,-0.08232853884926787,0.5908189694095584,-0.05197356138431809,0.7345588862180022
3,0.08275974322360272,0.5888692871157691,0.025429584686713757,0.8683039514678066
6,0.05104514729823574,0.7304298735499247,-0.036633921258626884,0.8047535308245984
