Lag,Duration_r,Duration_p,Intensity_r,Intensity_p
0,-0.21755622015907952,0.27567522755579815,-0.11035883680914041,0.5837019722484195
1,-0.006219196500026211,0.9754394455202658,0.12289779738661091,0.5413979210106838
2,0.1929621592341566,0.3348854937134402,0.17490706090212965,0.382884996136118
3,0.17701995962703296,0.37707254045110766,0.4016037973773219,0.03785851960233091
6,0.45852098252531037,0.014127113658200898,0.4696876479668847,0.011676073600131303
