Start_Date,End_Date,Duration_Days,Mean_Intensity,Max_Intensity,Year
2024-04-07,2024-05-25,49,0.3037085087557604,0.9121927741935528,2024
2024-05-30,2024-06-06,8,0.1223167721774203,0.2883897354838716,2024
2024-10-07,2024-10-22,16,0.3530566467741929,0.584013141935479,2024
2024-10-30,2024-11-08,10,0.0674375983870962,0.1230774129032248,2024
2024-11-10,2024-11-17,8,0.1177348536290323,0.2125665677419377,2024
2024-11-30,2024-12-12,13,0.1210076367245655,0.2257198612903259,2024
