Lag,Duration_r,Duration_p,Intensity_r,Intensity_p
0,0.03801036252987566,0.8477179455190174,-0.07802132992725891,0.6931160941056218
1,0.05671577599697899,0.7743729546736898,-0.005786189391477348,0.9766876346194313
2,0.0837607966044282,0.6717414909642883,0.07156085778290439,0.7174530640198883
3,0.136807615391054,0.48756452913365034,0.16289166705003175,0.4075591944163973
6,0.4334107347463502,0.021222233545963063,0.3597478752681918,0.06006374189419123
