Lag,Duration_r,Duration_p,Intensity_r,Intensity_p
0,-0.015434124962050294,0.9161726587457111,-0.13201716975013922,0.3658733250568203
1,0.019003579060243914,0.8968808460991101,-0.11440786455679544,0.4337703967380545
2,0.05520113614442932,0.706381555479986,-0.11769934020573966,0.4205707235566398
3,0.08502362034890883,0.5613385854173597,-0.13138305894015945,0.36820071415217026
6,0.1352058422726855,0.35430506892440605,-0.0950490557631312,0.51592436141517
