Start_Date,End_Date,Duration_Days,Mean_Intensity,Max_Intensity,ONI_0m,ONI_1m,ONI_2m,ONI_3m,ONI_6m,ENSO_Phase
2010-03-18,2010-04-11,25,0.2098763521290332,0.3414879548387119,0.8399999737739563,1.2200000286102295,1.5,1.559999942779541,0.7099999785423279,El Nino
2010-04-23,2010-05-03,11,0.0569952196480943,0.1158085064516143,0.3499999940395355,0.8399999737739563,1.2200000286102295,1.5,1.0099999904632568,Neutral
2010-05-07,2010-05-18,12,0.2333294817204298,0.4567433709677395,-0.1700000017881393,0.3499999940395355,0.8399999737739563,1.2200000286102295,1.3600000143051147,Neutral
2010-09-27,2010-10-03,7,0.2004765953917058,0.2886689419354837,-1.559999942779541,-1.350000023841858,-1.0499999523162842,-0.6600000262260437,0.8399999737739563,La Nina
2015-11-21,2015-11-25,5,0.0158709148387117,0.0368145483870954,2.640000104904175,2.470000028610229,2.2100000381469727,1.909999966621399,1.0199999809265137,El Nino
2016-01-01,2016-01-08,8,0.1669550552969183,0.2431145562499992,2.630000114440918,2.75,2.640000104904175,2.470000028610229,1.5700000524520874,El Nino
2016-05-05,2016-05-19,15,0.2014103443010744,0.3875133709677385,0.4900000095367431,1.0499999523162842,1.7100000381469729,2.2799999713897705,2.640000104904175,Neutral
2016-08-22,2016-08-29,8,0.0657481310483869,0.1649886999999985,-0.5,-0.3100000023841858,0.0,0.4900000095367431,2.2799999713897705,La Nina
2017-09-10,2017-09-15,6,0.1148459473118273,0.2394576935483883,-0.3400000035762787,-0.0700000002980232,0.1899999976158142,0.3899999856948852,0.1800000071525573,Neutral
2019-10-01,2019-11-04,35,0.2293891580645162,0.5341625645161301,0.3899999856948852,0.2300000041723251,0.1899999976158142,0.3300000131130218,0.7699999809265137,Neutral
2020-05-06,2020-05-12,7,0.0605500820276496,0.1721145290322567,0.0099999997764825,0.3000000119209289,0.5299999713897705,0.6299999952316284,0.5799999833106995,Neutral
2020-06-23,2020-07-02,10,0.0815466109677412,0.1329350451612896,-0.2300000041723251,0.0099999997764825,0.3000000119209289,0.5299999713897705,0.6600000262260437,Neutral
2020-07-18,2020-08-03,17,0.229599138899432,0.5450539129032279,-0.3600000143051147,-0.2300000041723251,0.0099999997764825,0.3000000119209289,0.6399999856948853,Neutral
2020-08-27,2020-09-19,24,0.43032667782258,0.8421781741935526,-0.5299999713897705,-0.3600000143051147,-0.2300000041723251,0.0099999997764825,0.6299999952316284,La Nina
2021-01-07,2021-01-15,9,0.0302630636293442,0.0558066319999994,-0.9100000262260436,-1.0800000429153442,-1.2000000476837158,-1.1200000047683716,-0.3600000143051147,La Nina
2021-05-14,2021-05-21,8,0.3043162439516114,0.5335736806451585,-0.3899999856948852,-0.550000011920929,-0.7099999785423279,-0.7900000214576721,-1.2000000476837158,Neutral
2021-06-02,2021-06-08,7,0.212865931336406,0.3230665516129072,-0.3000000119209289,-0.3899999856948852,-0.550000011920929,-0.7099999785423279,-1.0800000429153442,Neutral
2021-07-04,2021-07-08,5,0.0772426858064541,0.2008217806451604,-0.3499999940395355,-0.3000000119209289,-0.3899999856948852,-0.550000011920929,-0.9100000262260436,Neutral
2022-01-22,2022-01-29,8,0.0742309411290338,0.1255445870967761,-0.8199999928474426,-0.8700000047683716,-0.9100000262260436,-0.7599999904632568,-0.3499999940395355,La Nina
2022-03-27,2022-04-02,7,0.1055733511520732,0.1622486161290339,-0.8600000143051147,-0.7900000214576721,-0.8199999928474426,-0.8700000047683716,-0.6299999952316284,La Nina
2022-04-22,2022-05-05,14,0.1377281096774196,0.2287147387096766,-0.949999988079071,-0.8600000143051147,-0.7900000214576721,-0.8199999928474426,-0.7599999904632568,La Nina
2022-06-29,2022-07-04,6,0.0530952000000013,0.1086242387096767,-0.7799999713897705,-0.8999999761581421,-0.949999988079071,-0.8600000143051147,-0.8700000047683716,La Nina
