Start_Date,End_Date,Duration_Days,Mean_Intensity,Max_Intensity,Year
2025-01-01,2025-01-15,15,0.1477862590395202,0.2793345562499993,2025
2025-02-20,2025-03-25,34,0.1676668997153705,0.3363916258064527,2025
2025-07-12,2025-07-17,6,0.0526631844086047,0.0864841419354824,2025
2025-08-01,2025-08-13,13,0.1924299923076933,0.301921745161291,2025
