Start_Date,End_Date,Duration_Days,Mean_Intensity,Max_Intensity,Year
2021-01-07,2021-01-15,9,0.0302630636293442,0.0558066319999994,2021
2021-05-14,2021-05-21,8,0.3043162439516114,0.5335736806451585,2021
2021-06-02,2021-06-08,7,0.212865931336406,0.3230665516129072,2021
2021-07-04,2021-07-08,5,0.0772426858064541,0.2008217806451604,2021
