Date,HeatFlux
2010-02-22,-525765.5
2010-03-01,-438895.78
2010-03-08,-343798.28
2010-03-15,-370746.22
2010-03-22,-355962.75
2010-03-29,-338063.06
2010-04-01,-446546.75
2010-04-08,-373314.72
2010-04-15,-350396.88
2010-04-22,-431343.8
2010-04-29,-407722.38
2010-05-01,-325782.3
2010-05-08,-442586.5
2010-05-15,-583367.2
2010-05-22,-458400.72
2010-05-29,-403779.38
2010-06-01,-428857.47
2010-06-08,-704224.44
2010-06-15,-372776.47
2010-06-22,-641460.5
2010-06-29,-570447.7
2010-07-01,-558740.2
2010-07-08,-417333.72
2010-07-15,-620402.3
2010-07-22,-465122.22
2010-07-29,-416026.0
2010-08-01,-440110.25
2010-08-08,-479146.1
2010-08-15,-499018.94
2010-08-22,-474716.38
2010-08-29,-432377.72
2010-09-01,-458554.1
2010-09-08,-362294.72
2010-09-15,-417003.97
2010-09-22,-476917.84
2010-09-29,-451109.34
2010-10-01,-413346.25
2010-10-08,-461378.56
2010-10-15,-542210.3
2010-10-22,-549112.06
2010-10-29,-391898.66
2010-11-01,-578941.4
2010-11-08,-343421.2
2010-11-15,-393934.84
2010-11-22,-453928.22
2010-11-29,-388424.84
2010-12-01,-408780.84
2010-12-08,-291553.94
2010-12-15,-386547.94
2010-12-22,-354107.66
2010-12-29,-388806.38
2011-01-01,-402974.78
2011-01-08,-424400.78
2011-01-15,-310414.9
2011-01-22,-555781.44
2011-01-29,-390383.66
2011-02-01,-467813.75
2011-02-08,-378170.53
2011-02-15,-309240.47
2011-02-22,-418759.12
2011-03-01,-328778.5
2011-03-08,-414655.94
2011-03-15,-361973.6
2011-03-22,-339466.47
2011-03-29,-511509.34
2011-04-01,-428721.0
2011-04-08,-317571.75
2011-04-15,-417954.34
2011-04-22,-306274.25
2011-04-29,-591481.3
2011-05-01,-481534.66
2011-05-08,-580686.75
2011-05-15,-344453.84
2011-05-22,-366446.84
2011-05-29,-500938.5
2011-06-01,-511757.12
2011-06-08,-495083.88
2011-06-15,-517130.4
2011-06-22,-567482.9
2011-06-29,-419674.5
2011-07-01,-460726.94
2011-07-08,-466379.72
2011-07-15,-466164.12
2011-07-22,-431526.16
2011-07-29,-523538.0
2011-08-01,-480207.0
2011-08-08,-465129.25
2011-08-15,-439457.75
2011-08-22,-449903.66
2011-08-29,-449813.34
2011-09-01,-383073.34
2011-09-08,-442430.8
2011-09-15,-407659.25
2011-09-22,-455801.97
2011-09-29,-471067.88
2011-10-01,-461674.56
2011-10-08,-443881.53
2011-10-15,-325191.6
2011-10-22,-304969.3
2011-10-29,-371539.12
2011-11-01,-497660.38
2011-11-08,-381343.53
2011-11-15,-328477.84
2011-11-22,-473480.97
2011-11-29,-432403.1
2011-12-01,-438607.4
2011-12-08,-325023.4
2011-12-15,-453190.25
2011-12-22,-472096.84
2011-12-29,-419081.9
2012-01-01,-326266.25
2012-01-08,-503806.12
2012-01-15,-539096.44
2012-01-22,-498939.97
2012-01-29,-461190.9
2012-02-01,-456124.28
2012-02-08,-350480.5
2012-02-15,-379926.3
2012-02-22,-439121.7
2012-02-29,-351880.03
2012-03-01,-347845.7
2012-03-08,-523307.28
2012-03-15,-353617.6
2012-03-22,-392657.94
2012-03-29,-363003.3
2012-04-01,-345998.7
2012-04-08,-350928.9
2012-04-15,-373496.47
2012-04-22,-423409.53
2012-04-29,-425591.03
2012-05-01,-435596.5
2012-05-08,-456119.4
2012-05-15,-449010.4
2012-05-22,-540407.94
2012-05-29,-582366.94
2012-06-01,-527417.44
2012-06-08,-499579.6
2012-06-15,-392639.78
2012-06-22,-362730.62
2012-06-29,-456062.72
2012-07-01,-573560.9
2012-07-08,-562032.6
2012-07-15,-416467.38
2012-07-22,-502521.62
2012-07-29,-470414.4
2012-08-01,-455274.34
2012-08-08,-339906.1
2012-08-15,-441186.3
2012-08-22,-403567.66
2012-08-29,-494097.8
2012-09-01,-418408.78
2012-09-08,-422102.8
2012-09-15,-446002.03
2012-09-22,-369537.34
2012-09-29,-479086.53
2012-10-01,-366314.16
2012-10-08,-366387.7
2012-10-15,-331845.28
2012-10-22,-337466.34
2012-10-29,-529801.1
2012-11-01,-378320.7
2012-11-08,-383311.7
2012-11-15,-400401.2
2012-11-22,-286532.66
2012-11-29,-444364.72
2012-12-01,-446415.16
2012-12-08,-354508.78
2012-12-15,-460616.4
2012-12-22,-379315.03
2012-12-29,-379004.62
2013-01-01,-482193.28
2013-01-08,-346947.62
2013-01-15,-520031.1
2013-01-22,-396449.53
2013-01-29,-525563.8
2013-02-01,-454309.3
2013-02-08,-360307.78
2013-02-15,-420631.6
2013-02-22,-533776.56
2013-03-01,-363194.5
2013-03-08,-360961.78
2013-03-15,-441824.8
2013-03-22,-353706.44
2013-03-29,-402143.72
2013-04-01,-387728.8
2013-04-08,-377448.4
2013-04-15,-456211.3
2013-04-22,-337849.5
2013-04-29,-428117.2
2013-05-01,-493708.3
2013-05-08,-551889.0
2013-05-15,-464883.75
2013-05-22,-513024.1
2013-05-29,-496520.84
2013-06-01,-503549.7
2013-06-08,-705060.7
2013-06-15,-545634.0
2013-06-22,-519941.66
2013-06-29,-348749.2
2013-07-01,-512903.47
2013-07-08,-511264.03
2013-07-15,-526012.56
2013-07-22,-508658.7
2013-07-29,-472664.22
2013-08-01,-425793.7
2013-08-08,-525229.2
2013-08-15,-454069.6
2013-08-22,-421362.5
2013-08-29,-384083.34
2013-09-01,-381321.2
2013-09-08,-479761.72
2013-09-15,-508860.88
2013-09-22,-407974.44
2013-09-29,-445104.4
2013-10-01,-396084.12
2013-10-08,-501104.8
2013-10-15,-386237.53
2013-10-22,-366331.66
2013-10-29,-344540.12
2013-11-01,-341337.66
2013-11-08,-333113.56
2013-11-15,-369190.78
2013-11-22,-328664.84
2013-11-29,-415835.84
2013-12-01,-431441.12
2013-12-08,-441139.66
2013-12-15,-363675.2
2013-12-22,-532444.5
2013-12-29,-466683.16
2014-01-01,-447489.25
2014-01-08,-441443.03
2014-01-15,-402972.53
2014-01-22,-601305.8
2014-01-29,-482784.44
2014-02-01,-492107.47
2014-02-08,-494849.16
2014-02-15,-408204.44
2014-02-22,-489194.56
2014-03-01,-507242.06
2014-03-08,-537946.2
2014-03-15,-487725.94
2014-03-22,-344185.4
2014-03-29,-376332.22
2014-04-01,-374459.1
2014-04-08,-310702.2
2014-04-15,-371486.97
2014-04-22,-352530.6
2014-04-29,-372246.62
2014-05-01,-385593.2
2014-05-08,-358381.3
2014-05-15,-521934.1
2014-05-22,-530059.44
2014-05-29,-423664.8
2014-06-01,-372558.06
2014-06-08,-455785.84
2014-06-15,-541942.7
2014-06-22,-508743.5
2014-06-29,-558679.1
2014-07-01,-500650.38
2014-07-08,-568671.8
2014-07-15,-440081.44
2014-07-22,-448652.53
2014-07-29,-499134.16
2014-08-01,-460168.2
2014-08-08,-441982.0
2014-08-15,-447739.78
2014-08-22,-400126.1
2014-08-29,-455334.56
2014-09-01,-433649.1
2014-09-08,-461163.16
2014-09-15,-519243.0
2014-09-22,-349184.88
2014-09-29,-283677.0
2014-10-01,-347624.56
2014-10-08,-460737.22
2014-10-15,-336241.9
2014-10-22,-296718.94
2014-10-29,-442414.75
2014-11-01,-540419.8
2014-11-08,-387404.9
2014-11-15,-344618.12
2014-11-22,-393665.56
2014-11-29,-362499.75
2014-12-01,-303614.28
2014-12-08,-292257.38
2014-12-15,-348491.9
2014-12-22,-429128.3
2014-12-29,-433077.8
2015-01-01,-299498.56
2015-01-08,-403118.25
2015-01-15,-350638.44
2015-01-22,-454277.75
2015-01-29,-415534.3
2015-02-01,-495077.1
2015-02-08,-542876.06
2015-02-15,-593307.1
2015-02-22,-411916.75
2015-03-01,-399117.75
2015-03-08,-411076.25
2015-03-15,-455548.03
2015-03-22,-332341.4
2015-03-29,-369537.7
2015-04-01,-338272.56
2015-04-08,-409755.0
2015-04-15,-395203.2
2015-04-22,-402189.75
2015-04-29,-390836.8
2015-05-01,-496613.28
2015-05-08,-417168.9
2015-05-15,-438394.0
2015-05-22,-447219.16
2015-05-29,-456397.47
2015-06-01,-391855.75
2015-06-08,-387759.78
2015-06-15,-514373.78
2015-06-22,-471470.5
2015-06-29,-434641.34
2015-07-01,-474117.06
2015-07-08,-578237.3
2015-07-15,-589620.44
2015-07-22,-394560.34
2015-07-29,-460609.78
2015-08-01,-438312.66
2015-08-08,-484698.66
2015-08-15,-421037.44
2015-08-22,-453878.3
2015-08-29,-419543.1
2015-09-01,-407256.94
2015-09-08,-408871.28
2015-09-15,-510544.53
2015-09-22,-388053.0
2015-09-29,-415918.53
2015-10-01,-346044.7
2015-10-08,-383856.1
2015-10-15,-304348.6
2015-10-22,-317278.2
2015-10-29,-408777.78
2015-11-01,-348080.62
2015-11-08,-410115.06
2015-11-15,-426052.0
2015-11-22,-390266.5
2015-11-29,-382875.97
