Region,Events_r,Events_p,Mean_Duration_r,Mean_Duration_p,Max_Duration_r,Max_Duration_p,Mean_Intensity_r,Mean_Intensity_p,Max_Intensity_r,Max_Intensity_p
North,-0.15896581532083207,0.5714763355763026,0.039748512417110984,0.8881510581951301,-0.03617526806607729,0.8981552859144177,-0.08031995897117385,0.775988960113114,-0.030559453687817914,0.9139064877977227
Central,-0.5004712966915053,0.11690634857872999,0.12937942997756682,0.7045867131171502,-0.023779783261373387,0.9446721935201162,-0.4146568632009127,0.20478427302055538,-0.33532707740232526,0.31341178160018096
South,0.3341928567694171,0.34527425470654305,0.33478240948849347,0.34437084918994054,0.40886782606547994,0.24072040708318315,0.012230126185532889,0.9732506002763796,0.08760640392059942,0.8098250376181215
