Start_Date,End_Date,Duration,Mean_Intensity,Max_Intensity,Wind_30d_Before,Wind_21d_Before,Wind_14d_Before,Wind_7d_Before,Wind_During,Change_30d,Change_21d,Change_14d,Change_7d
2006-03-06,2006-03-11,6,0.0699810010752699,0.1418800064516148,2.5032254900000006,2.5591983047619045,2.559681035714285,2.5322975999999997,2.3745006999999996,-0.12872479000000103,-0.1846976047619049,-0.1851803357142856,-0.15779690000000013
2008-10-13,2008-10-18,6,0.0242448462365576,0.0560024935483873,2.86780159,2.3828252142857145,1.874434807142857,1.9118268285714286,1.99081912,-0.87698247,-0.3920060942857144,0.11638431285714312,0.07899229142857145
2009-11-14,2009-11-20,7,0.0863886460829489,0.1618855193548363,2.3660878933333334,2.511362871428571,2.594356057142857,2.294117528571429,2.066750266666667,-0.2993376266666665,-0.44461260476190434,-0.5276057904761902,-0.22736726190476197
2010-03-16,2010-03-22,7,0.054277692626728,0.1173279161290352,2.73158142,2.8482920857142853,2.931808157142857,2.687259585714286,2.5519547,-0.1796267199999999,-0.29633738571428525,-0.3798534571428571,-0.135304885714286
2014-06-11,2014-06-19,9,0.2710513136200683,0.4585283129032298,3.197592886666667,3.3215266333333333,3.142569142857142,3.153280257142857,3.5707606624999997,0.3731677758333327,0.24923402916666637,0.4281915196428576,0.4174804053571428
2016-02-18,2016-03-03,15,0.2163602610752692,0.4010841774193601,2.4934139533333335,2.347524676190476,2.3718793500000004,2.3717083285714287,2.381306542857143,-0.11210741047619033,0.03378186666666716,0.009427192857142774,0.009598214285714501
2016-03-06,2016-03-28,23,0.1550480144460032,0.3465208903225836,2.3602160733333335,2.3589575380952383,2.348771657142857,2.2014485,2.702911618181818,0.3426955448484845,0.3439540800865797,0.35413996103896084,0.5014631181818179
2016-08-26,2016-08-30,5,0.0507263948387084,0.1037909580645148,3.7988400466666667,3.8686411190476186,3.623470071428571,2.7098878857142856,2.404265625,-1.394574421666667,-1.4643754940476188,-1.219204446428571,-0.3056222607142858
2017-01-01,2017-01-07,7,0.146624434914126,0.206155082352943,2.73956303,2.5637057142857143,2.3946094642857143,2.5312479000000003,2.97612445,0.23656142000000013,0.41241873571428567,0.5815149857142856,0.4448765499999996
2018-09-29,2018-10-07,9,0.2611873598566328,0.4352090129032291,2.9052711733333334,2.4179805047619047,2.3460885,1.7800585999999998,1.5115284125000001,-1.3937427608333333,-0.9064520922619046,-0.8345600874999999,-0.2685301874999997
2019-06-24,2019-06-29,6,0.0772094075268832,0.107251825806454,3.5963057299999996,3.6644868666666666,3.847531692857142,3.440181185714286,3.38590824,-0.21039748999999963,-0.27857862666666655,-0.4616234528571419,-0.05427294571428609
2019-10-17,2019-10-31,15,0.3160635933333326,0.6210531838709628,2.005198733333333,1.8763533428571428,1.766232585714286,1.8275330142857145,2.1648751142857146,0.15967638095238135,0.2885217714285717,0.39864252857142857,0.3373421000000001
2020-05-11,2020-05-17,7,0.2228268479262663,0.32248381935484,2.63489107,2.5454172666666666,2.399925257142857,2.565174771428571,2.3777418166666666,-0.2571492533333335,-0.16767544999999995,-0.022183440476190253,-0.18743295476190447
2020-06-24,2020-07-05,12,0.100374485483871,0.2049202870967761,3.532927283333334,3.6298607428571437,3.9866575,3.987978828571429,3.2231149454545456,-0.3098123378787885,-0.4067457974025981,-0.7635425545454546,-0.7648638831168832
2020-07-08,2020-07-13,6,0.0793521005376357,0.1496445096774188,3.646052116666667,3.632004123809524,3.4540167714285723,4.0130722,3.67516626,0.029114143333333065,0.04316213619047593,0.2211494885714278,-0.33790593999999974
2020-07-25,2020-08-13,20,0.2484124362903221,0.5033501387096777,3.51822743,3.665440995238095,3.465115864285714,3.333976242857143,3.3771928999999994,-0.14103453000000066,-0.28824809523809547,-0.08792296428571467,0.043216657142856274
2020-09-03,2020-09-23,21,0.4124759290322574,0.659075399999999,4.067980446666666,4.033992976190476,3.4710624928571434,2.678585785714286,2.577023285,-1.4909571616666657,-1.4569696911904755,-0.8940392078571433,-0.10156250071428596
2021-01-07,2021-01-29,23,0.1192075750903569,0.3130162857142835,2.8374334366666667,2.950720552380952,2.903025307142857,2.7155003714285715,2.4980018909090913,-0.3394315457575754,-0.4527186614718608,-0.4050234162337656,-0.21749848051948018
2021-05-08,2021-05-23,16,0.2496937469758062,0.4772617741935505,2.568659813333333,2.6146594952380955,2.5496757285714287,2.3269836285714285,2.71879914,0.15013932666666685,0.1041396447619043,0.16912341142857112,0.3918155114285713
2021-07-15,2021-07-20,6,0.0316215397849474,0.0483912935483878,3.69240127,3.4126696285714284,3.3138614428571422,3.2081501,2.8982279799999997,-0.7941732900000003,-0.5144416485714287,-0.41563346285714253,-0.3099221200000004
2021-08-31,2021-09-05,6,0.1580478387096775,0.2706704322580684,3.424772,3.2164167047619054,3.1829389071428573,3.1577264999999994,2.07068914,-1.35408286,-1.1457275647619056,-1.1122497671428575,-1.0870373599999996
2021-10-06,2021-10-12,7,0.1451470981566827,0.2997949129032271,2.934765343333333,2.501463652380952,2.4012936714285713,1.9658029571428572,1.5919230333333332,-1.3428423099999998,-0.909540619047619,-0.8093706380952381,-0.37387992380952406
2021-11-17,2021-11-28,12,0.063558472311828,0.0938992419354818,2.3822008866666664,2.4354385619047623,2.576679535714286,2.519350085714286,2.5893133545454545,0.20711246787878812,0.15387479264069226,0.01263381883116832,0.06996326883116843
2021-12-03,2021-12-15,13,0.1603107506203471,0.2475553838709672,2.662193673333334,2.6453288095238094,2.6864562571428574,2.991112014285714,3.080056725,0.41786305166666615,0.4347279154761905,0.39360046785714253,0.08894471071428578
2022-01-01,2022-01-06,6,0.1029862217937527,0.2027816062499994,2.8722255833333334,2.8239566857142853,2.6151404,2.775078514285714,2.8974892,0.025263616666666433,0.07353251428571461,0.28234879999999984,0.1224106857142857
2022-07-27,2022-08-08,13,0.427123138709678,0.791831138709675,3.74650508,3.971262123809524,3.6965439928571437,2.932035742857143,2.5068422666666668,-1.2396628133333332,-1.464419857142857,-1.189701726190477,-0.4251934761904761
2022-08-29,2022-09-11,14,0.491046052534562,0.7155913999999974,3.5172650466666675,3.8442222000000004,3.2340985857142854,2.3991747285714284,2.3785802307692308,-1.1386848158974368,-1.4656419692307696,-0.8555183549450547,-0.020594497802197687
2023-01-01,2023-01-06,6,0.1497262217937525,0.248802606249999,2.686837183333333,2.551543566666667,2.5187161928571427,2.0800566857142857,3.16863478,0.481797596666667,0.617091213333333,0.6499185871428574,1.0885780942857144
2023-04-11,2023-05-11,31,0.2531448370447453,0.4868632516129096,2.530811233333333,2.6297103190476188,2.746834592857143,2.6840333857142857,2.68403145,0.15322021666666696,0.054321130952381225,-0.06280314285714317,-1.935714285750123e-06
2023-05-28,2023-06-21,25,0.1940704358709661,0.3888792387096806,3.205793523333334,3.546088871428572,3.6013865142857138,3.4270871142857144,3.414894758333333,0.209101234999999,-0.1311941130952392,-0.18649175595238088,-0.01219235595238155
2023-06-30,2023-07-06,7,0.1878730447004609,0.3151792967741897,3.7019886000000004,4.0216279904761905,3.970111314285714,4.034485642857143,3.2956326,-0.4063560000000006,-0.7259953904761907,-0.6744787142857143,-0.7388530428571429
2023-08-30,2023-09-03,5,0.0736609045161294,0.1329720354838706,3.9203336233333337,3.4085923095238093,3.5184864785714285,3.6611761714285715,2.2480505,-1.6722831233333335,-1.1605418095238091,-1.2704359785714283,-1.4131256714285714
2023-10-10,2023-10-21,12,0.1652901744623654,0.2719997064516128,3.149850353333333,2.99422070952381,2.981632342857143,3.083374642857143,1.8942856454545451,-1.255564707878788,-1.0999350640692647,-1.0873466974025978,-1.189088997402598
2023-11-03,2023-11-09,7,0.1145240580645148,0.1689794129032229,2.3175738566666664,2.252434423809524,2.424143185714286,2.2188692,2.2834227166666667,-0.034151139999999636,0.030988292857142774,-0.14072046904761937,0.06455351666666687
2023-12-03,2023-12-09,7,0.0939239815668204,0.1664118709677424,2.710844946666667,2.8471228714285712,2.7682261,2.8567577142857146,2.68783855,-0.02300639666666715,-0.1592843214285713,-0.0803875500000002,-0.16891916428571463
