Phase,Events,MeanDuration,MedianDuration,StdDuration,MaxDuration,MeanIntensity,MaxIntensity
El Nino,13,13.76923076923077,7.0,12.403990259548511,49,0.15257865304242174,0.9121927741935528
Neutral,24,13.25,9.5,11.895377253370318,61,0.17177865741935147,0.6210531838709628
La Nina,12,11.833333333333334,12.5,6.072790781740128,23,0.19490987643729318,0.791831138709675
