feature,importance
SST_Anomaly,0.1705762247244517
MEI_3m,0.11266051046550274
ONI_3m,0.09265505770842235
DMI_2m,0.03376106979946295
MEI_1m,0.03281574952416122
Intensity,0.030601382565995056
DMI_6m,0.025561580589661997
ONI_6m,0.025475391497214634
MEI_0m,0.025287057893971603
ONI_0m,0.021691399005552132
Distance_to_Threshold,0.020827536781628925
DMI_0m,0.018341922511657078
SST_mean_7d,0.017317081180711586
SST_change_7d,0.014534126889581481
Wind_anom_mean_30d,0.014401630498468876
