feature,importance
Distance_to_Threshold,0.09144750113288562
Intensity,0.09005700796842575
Intensity_mean_7d,0.045070317263404526
DMI_1m,0.03473235728840033
ONI_0m,0.03370064434905847
SST_Anomaly,0.031645819234351315
DOY_sin,0.028364570811390877
Intensity_mean_14d,0.024967271834611893
MEI_6m,0.024837393313646317
MEI_1m,0.02441516083975633
DOY_cos,0.02379378614326318
DMI_6m,0.020141526435812313
ONI_2m,0.018729584602018196
Threshold90,0.018245457982023556
SLHF_Anomaly,0.01762425371756156
