region,horizon,model,feature,importance
south,14,xgboost,SST_std_21d,0.0029903892427682877
south,14,xgboost,Intensity_mean_21d,0.0067903283052146435
south,14,xgboost,SST_mean_30d,0.016957320272922516
south,14,xgboost,SST_std_30d,0.0044557275250554085
south,14,xgboost,Intensity_mean_30d,0.012999116443097591
south,14,xgboost,SST_change_7d,0.0028065943624824286
south,14,xgboost,SST_change_14d,0.001105483970604837
south,14,xgboost,Wind,0.010548060759902
south,14,xgboost,Wind_Climatology,0.0017698014853522182
south,14,xgboost,Wind_Anomaly,0.0051753465086221695
south,14,xgboost,Wind_mean_7d,0.0034091253764927387
south,14,xgboost,Wind_anom_mean_7d,0.004277881700545549
south,14,xgboost,Wind_mean_14d,0.003204928245395422
south,14,xgboost,Wind_anom_mean_14d,0.003572604851797223
south,14,xgboost,Wind_mean_21d,0.0036475742235779762
south,14,xgboost,Wind_anom_mean_21d,0.017355186864733696
south,14,xgboost,Wind_mean_30d,0.00447090994566679
south,14,xgboost,Wind_anom_mean_30d,0.020336611196398735
south,14,xgboost,SLHF,0.00798181351274252
south,14,xgboost,SLHF_Anomaly,0.004286768846213818
south,14,xgboost,SLHF_anom_mean_7d,0.0036960109136998653
south,14,xgboost,SLHF_anom_mean_14d,0.0033624088391661644
south,14,xgboost,SLHF_anom_mean_21d,0.005170623306185007
south,14,xgboost,SLHF_anom_mean_30d,0.00942211039364338
south,14,xgboost,SSHF,0.0072585418820381165
south,14,xgboost,SSHF_Anomaly,0.0031686441507190466
south,14,xgboost,SSHF_anom_mean_7d,0.004396191332489252
south,14,xgboost,SSHF_anom_mean_14d,0.00493955472484231
south,14,xgboost,SSHF_anom_mean_21d,0.007380164694041014
south,14,xgboost,SSHF_anom_mean_30d,0.00498997513204813
south,14,xgboost,ONI_0m,0.017164424061775208
south,14,xgboost,DMI_0m,0.019713912159204483
south,14,xgboost,MEI_0m,0.03471832722425461
south,14,xgboost,ONI_1m,0.003980683162808418
south,14,xgboost,DMI_1m,0.01637718454003334
south,14,xgboost,MEI_1m,0.0036200250033289194
south,14,xgboost,ONI_2m,0.014137611724436283
south,14,xgboost,DMI_2m,0.013210443779826164
south,14,xgboost,MEI_2m,0.009128390811383724
south,14,xgboost,ONI_3m,0.12365366518497467
south,14,xgboost,DMI_3m,0.008047026582062244
south,14,xgboost,MEI_3m,0.22547996044158936
south,14,xgboost,ONI_6m,0.029422439634799957
south,14,xgboost,DMI_6m,0.006695966701954603
south,14,xgboost,MEI_6m,0.008946340531110764
south,14,xgboost,DOY_sin,0.00918317586183548
south,14,xgboost,DOY_cos,0.007924570702016354
